LOGPcons,MACCSFP125,PCR,Psi_e_A,P_VSA_ppp_D,Mp,SpMin1_Bh(p),SHED_AL,SM12_AEA(ri),P_VSA_s_3,MATS5m,Actividad
2.3864,1,1.3706,7.6985,0.0,0.6522,2.1011,9.8815,3.9402,42.5843,0.008,Act1
2.7738,1,1.3038,7.6111,42.6833,0.6669,2.1373,7.2579,4.1013,44.4033,-0.0223,Act1
4.2466,1,1.568,8.0185,18.0108,0.7054,2.1389,8.104,3.9185,38.8007,-0.0946,Act1
4.5099,1,1.5602,8.023,18.0108,0.6919,2.1391,8.2337,4.0726,43.6153,-0.2539,Act1
2.8422,1,1.4922,8.0333,42.6833,0.6978,2.1279,7.0237,4.0495,24.5248,-0.1524,Act-1
3.0384,1,1.4851,7.8889,0.0,0.688,2.1279,7.0237,4.0549,30.8062,-0.1295,Act1
15.0778,0,1.6792,7.4709,0.0,0.6214,2.0244,6.7726,3.2334,107.1368,0.0098,Act1
2.9318,0,1.1385,7.9167,42.6833,0.6054,2.0265,11.424,3.2059,49.9357,-0.1841,Act-1
2.4877,1,1.4087,8.0288,77.0991,0.7084,2.0515,10.3387,3.8907,46.6206,0.1374,Act1
2.4877,1,1.4109,8.0288,77.0991,0.7084,2.0517,10.8035,3.8926,46.6206,0.1375,Act1
3.4126,1,1.4119,7.6481,34.6738,0.6558,2.053,8.5614,3.9856,36.3306,0.1521,Act1
3.2566,1,1.5076,7.6765,0.0,0.6781,2.1481,11.5693,3.9969,39.3584,-0.0421,Act1
3.3832,1,1.4752,7.6839,0.0,0.6853,2.0375,8.5371,4.1222,66.2418,0.0896,Act1
3.6542,1,1.4081,7.523,36.0215,0.6601,2.0466,11.3746,3.9084,33.1222,0.0001,Act1
2.2382,0,1.2302,7.9282,0.0,0.6637,2.0138,7.7155,3.8355,40.7253,-0.0212,Act1
3.9736,1,1.47,7.5139,18.0108,0.6767,2.1278,6.6044,3.9088,34.2634,-0.1132,Act1
3.4717,1,1.3767,7.6528,0.0,0.6469,2.1059,13.1258,3.945,55.9095,-0.1376,Act1
2.481,1,1.2872,8.0221,18.0108,0.6555,2.0342,12.3366,3.9334,50.7169,0.0376,Act1
4.234,1,1.4334,7.6975,59.4689,0.7136,2.0065,7.4501,4.0654,57.3355,-0.0002,Act1
4.1092,1,1.4891,8.237,18.0108,0.6505,2.0399,10.4886,4.1146,35.3058,-0.1889,Act1
3.784,1,1.3968,7.7452,34.7963,0.6743,2.0421,9.9553,4.1415,45.3841,-0.0946,Act1
3.2731,1,1.4,7.6905,34.7963,0.6578,2.0424,10.0261,4.1414,41.8835,-0.1376,Act1
2.1115,1,1.301,7.7821,32.8972,0.655,2.025,7.559,3.7875,67.4362,-0.2035,Act1
1.3541,1,1.3538,7.8651,65.7944,0.6337,2.0494,4.3813,3.8751,28.863,-0.2778,Act1
2.3341,1,1.431,8.0,60.6941,0.6629,2.0121,10.7015,4.087,34.5828,-0.2315,Act1
4.9603,1,1.5546,8.023,18.0108,0.6919,2.1389,7.9127,3.9151,43.1865,0.0133,Act1
3.1433,1,1.5472,7.987,34.4157,0.7293,2.0528,13.2222,3.9771,55.1619,0.0558,Act1
2.1509,1,1.3114,7.9167,128.05,0.6373,2.0203,8.8178,3.9073,30.3561,-0.105,Act-1
2.4638,1,1.4484,7.628,36.0215,0.69,2.0849,6.1826,3.7525,22.5122,-0.0135,Act-1
3.666,1,1.2841,8.251,18.0108,0.6865,2.0502,9.1215,3.6857,25.2928,-0.0489,Act1
3.8056,1,1.2881,7.6956,18.0108,0.7193,2.0475,10.9911,3.6857,26.0366,0.0499,Act1
4.4576,1,1.2794,8.6344,18.0108,0.6605,2.0742,9.9549,3.6857,25.4066,0.1408,Act1
3.6189,1,1.2867,8.1759,18.0108,0.6694,2.0655,9.9549,3.6857,22.221,0.0247,Act1
3.6189,1,1.2984,8.1759,18.0108,0.6694,2.0676,9.9549,3.6857,22.221,-0.0613,Act-1
1.9852,0,1.2373,8.0637,0.0,0.6692,2.011,6.0997,3.8676,40.4614,-0.1559,Act-1
1.1411,1,1.4011,7.8611,34.7963,0.6887,1.9746,5.8652,3.5565,21.8327,0.2528,Act1
3.9557,1,1.2373,7.6398,18.0108,0.6476,2.0697,13.192,3.4571,40.4425,-0.0623,Act1
2.908,1,1.2995,7.8167,18.0108,0.6566,2.0554,9.8286,3.7837,37.018,-0.052,Act1
3.1779,1,1.4805,7.619,16.663,0.6824,2.0277,7.2367,3.6494,22.8003,0.0154,Act1
3.2107,1,1.4409,7.9533,42.6833,0.6755,2.023,7.6987,3.6572,31.6936,0.0395,Act-1
1.7729,1,1.342,7.9286,68.9187,0.6653,2.0856,11.3562,3.6239,38.4608,-0.1485,Act1
2.3775,1,1.3087,7.7273,32.8972,0.6748,2.0239,7.6162,3.4985,56.9493,-0.1147,Act1
4.7914,1,1.4771,7.8981,60.6941,0.7156,2.0869,13.2102,3.8127,75.5186,0.1192,Act1
2.9948,1,1.4712,7.6232,0.0,0.7271,2.0281,7.4201,3.7799,50.5116,0.0351,Act1
3.4864,1,1.3768,7.7133,18.0108,0.6853,2.0961,8.184,3.6783,26.6305,0.074,Act1
4.1374,1,1.2722,8.3194,18.0108,0.6728,2.0212,9.4138,3.84,62.1654,0.0483,Act-1
2.1314,0,1.3245,7.7632,49.6827,0.6536,2.0905,13.0943,3.6352,55.9756,0.0693,Act1
5.4739,1,1.3976,7.6036,31.672,0.6759,2.0522,10.0961,3.6447,32.7953,0.106,Act1
5.6978,1,1.4027,7.6111,74.3553,0.6792,2.0523,11.277,3.6447,37.8644,0.0603,Act1
5.0942,1,1.4141,7.6471,74.3553,0.6885,2.0521,10.0872,3.6447,32.7953,0.0489,Act1
5.4404,1,1.3769,7.5405,31.672,0.6829,2.0532,10.4807,3.645,44.0858,0.0728,Act1
2.8495,1,1.2847,7.8131,36.0215,0.6467,2.0851,12.6291,3.6461,51.9087,0.1219,Act1
3.8424,1,1.3294,7.5833,0.0,0.6926,2.0565,8.0662,3.6312,62.6216,-0.0615,Act1
3.2394,1,1.2516,7.5133,0.0,0.6723,2.0541,10.2895,3.6397,68.4458,-0.0078,Act1
2.2021,1,1.4782,7.7955,18.0108,0.689,2.114,8.5324,3.6371,22.2844,0.1214,Act1
1.9576,0,1.2613,7.8333,18.0108,0.6496,2.0634,9.9167,3.6356,38.1302,0.135,Act1
2.908,1,1.3016,7.8167,18.0108,0.6566,2.0555,10.7636,3.7863,37.018,-0.0298,Act1
3.2386,1,1.3051,7.9828,18.0108,0.6635,2.0548,10.3829,3.7871,40.8956,-0.0786,Act1
2.2444,0,1.206,7.78,18.0108,0.6434,2.028,8.9958,3.4291,33.6581,-0.0886,Act1
3.2988,1,1.2945,7.95,18.0108,0.6592,2.0513,10.7971,3.6337,43.4302,0.0605,Act1
3.2988,1,1.2945,7.95,18.0108,0.6592,2.0513,10.7971,3.6337,43.4302,0.0605,Act1
2.2939,1,1.2942,7.8046,18.0108,0.6586,2.0474,11.4016,3.4931,33.8803,0.0593,Act1
3.073,1,1.2942,7.8046,36.0215,0.6586,2.0454,10.9544,3.4931,30.917,-0.0011,Act1
3.8889,0,1.187,7.5123,18.0108,0.6286,2.0739,10.9157,3.4194,38.6628,0.0482,Act1
2.1994,0,1.206,7.78,18.0108,0.6434,2.0281,8.5033,3.4211,33.6581,-0.1276,Act1
3.2538,1,1.2945,7.95,18.0108,0.6592,2.051,10.5661,3.6335,43.4302,0.0299,Act1
3.368,1,1.4253,7.62,0.0,0.6691,2.0819,7.242,3.7242,31.9937,-0.0077,Act1
5.3485,1,1.4268,8.2328,18.0108,0.7018,2.0301,9.4836,3.8266,31.8183,-0.0839,Act1
3.319,1,1.4536,7.7273,18.0108,0.6743,1.9986,7.2407,3.6523,23.3483,0.1508,Act1
5.0794,1,1.5154,7.7625,36.0215,0.7207,2.142,10.17,3.6734,29.6216,-0.0239,Act1
3.7094,1,1.2774,7.7949,18.0108,0.647,2.0662,10.5697,3.6399,39.361,0.0134,Act1
1.4994,1,1.2676,7.9684,0.0,0.6667,2.079,11.3192,3.8212,35.0009,-0.0652,Act1
3.1433,1,1.545,7.987,34.4157,0.7293,2.0527,13.4085,3.977,55.1619,0.0747,Act1
2.7491,1,1.4751,8.0545,77.0991,0.6933,2.0623,9.0674,3.8196,14.6356,0.1226,Act1
2.5824,1,1.4405,7.7284,18.0108,0.6697,2.1378,10.8372,3.8069,36.3316,0.0069,Act1
0.7305,1,1.2972,8.1233,18.0108,0.6868,1.9992,10.5106,3.8127,58.3083,-0.0166,Act1
2.3775,1,1.3114,7.7273,32.8972,0.6748,2.024,8.2101,3.5075,56.9493,-0.1061,Act1
3.002,1,1.4296,7.7153,18.0108,0.677,2.0299,7.8704,3.9085,37.7765,0.0329,Act1
4.3016,1,1.3713,7.4349,0.0,0.6829,2.1046,13.3632,3.7258,39.3567,0.0263,Act-1
3.5127,1,1.3507,7.7885,36.0215,0.6789,2.1131,9.6272,3.7081,43.0466,-0.0737,Act1
3.1431,1,1.4357,7.9856,77.0991,0.6774,2.0652,11.7535,3.9962,22.8424,0.0056,Act1
2.4877,1,1.4177,8.0288,77.0991,0.7084,2.0519,9.6086,4.0035,46.6206,0.0427,Act-1
2.2868,1,1.411,7.9519,67.3129,0.7048,2.0557,10.364,3.9962,49.3774,0.0594,Act1
1.9964,1,1.4013,8.2006,77.0991,0.7179,2.0334,10.3171,4.0821,49.2196,-0.0307,Act1
4.2972,1,1.4284,7.5784,42.6833,0.6785,2.1072,11.5437,3.9981,34.4566,-0.0631,Act1
2.8012,1,1.415,7.88,78.7048,0.699,2.0419,10.9014,3.7826,52.9601,0.0692,Act1
3.5067,1,1.4128,7.8157,95.1098,0.6674,2.0859,13.4196,3.9962,30.065,0.004,Act-1
2.6449,1,1.4128,7.8359,95.1098,0.666,2.0795,12.1398,3.9962,28.7785,-0.0051,Act1
2.7301,1,1.4381,8.0154,77.0991,0.6864,2.062,12.0756,3.9962,17.1701,-0.0271,Act1
3.3452,1,1.5607,7.9274,77.0991,0.6988,2.1344,12.202,4.4071,22.7449,0.0051,Act1
4.2538,1,1.5607,7.8952,77.0991,0.6998,2.1395,12.6033,4.4071,22.7449,-0.0158,Act1
3.014,1,1.411,7.9904,77.0991,0.7095,2.0519,10.3324,3.9962,47.0495,-0.0014,Act1
2.1934,1,1.4128,7.8662,95.1098,0.6645,2.0747,12.5048,3.9962,28.3497,-0.0098,Act1
2.2797,1,1.4381,8.0154,77.0991,0.6864,2.0626,11.1408,3.9962,17.5989,-0.026,Act-1
2.1214,1,1.4381,8.0525,77.0991,0.6849,2.06,11.9487,3.9962,16.7413,-0.0024,Act1
3.3481,1,1.5268,7.9917,77.0991,0.6945,2.0533,12.4565,4.3883,26.4137,0.0436,Act1
2.7515,1,1.4108,7.9167,34.4157,0.7005,2.0531,10.5347,4.0187,51.8641,-0.0737,Act1
4.0692,1,1.2867,8.1759,18.0108,0.6694,2.0654,10.9796,3.6857,21.7922,-0.0257,Act1
4.158,1,1.4822,8.5909,36.0215,0.6919,2.0616,11.8697,3.9933,28.0881,-0.1787,Act-1
3.2546,1,1.4555,7.8678,36.0215,0.7389,2.0562,12.5245,3.9487,91.8639,-0.0064,Act1
4.0752,1,1.4124,7.6911,34.7963,0.6962,2.039,8.5038,3.9376,34.8973,-0.0723,Act1
2.0474,1,1.4544,7.9667,18.0108,0.6706,2.0791,9.4304,3.8323,29.6595,0.0025,Act1
2.3775,1,1.3196,7.7273,32.8972,0.6748,2.024,8.825,3.5315,56.9493,-0.1154,Act1
5.2421,1,1.6495,7.5469,18.0108,0.7098,2.139,12.3789,3.916,29.4644,-0.0407,Act-1
3.9638,1,1.331,7.3939,18.0108,0.6487,2.0723,8.0382,3.6869,27.8632,-0.0251,Act1
2.928,1,1.418,7.9033,34.4157,0.7144,2.0519,10.5271,3.8023,46.6206,0.0529,Act1
3.368,1,1.4353,7.62,0.0,0.6691,2.0823,8.8053,3.8421,31.9937,-0.0764,Act1
3.9013,1,1.4034,7.649,0.0,0.6656,2.1523,12.2638,4.2991,36.8338,-0.1329,Act1
3.9715,1,1.4059,7.5323,18.0108,0.6546,2.131,15.7466,3.8618,38.7396,-0.0524,Act1
3.7967,1,1.2877,7.7656,0.0,0.6611,2.0744,11.2676,3.8332,39.9736,-0.0319,Act1
3.5268,1,1.4123,7.8556,18.0108,0.6678,2.0721,11.7092,3.787,37.6612,-0.1451,Act1
3.8869,1,1.4173,7.7259,18.0108,0.6855,2.0699,12.0423,3.8532,32.0408,-0.1162,Act1
1.1335,1,1.5251,8.2125,248.213,0.6386,2.0449,13.7763,3.7998,40.3804,-0.1281,Act1
3.1433,1,1.5539,7.987,34.4157,0.7293,2.0533,12.4996,3.9782,55.1619,-0.1363,Act1
4.911,1,1.4024,7.6667,60.6941,0.6563,2.0661,9.2064,3.6633,40.0679,0.105,Act1
2.3548,1,1.3859,7.8542,36.0215,0.6688,2.047,10.5054,4.0571,44.5886,-0.1165,Act1
2.9089,1,1.4826,7.8462,18.0108,0.6928,2.0593,9.1058,3.9492,34.8529,0.2034,Act1
3.2409,1,1.4835,8.04,18.0108,0.7061,2.0593,7.9885,3.9365,38.7305,0.174,Act1
3.0871,1,1.4867,7.8264,18.0108,0.7078,2.0593,8.6234,3.922,29.6095,0.145,Act1
2.9564,1,1.4568,7.8333,18.0108,0.7375,2.0589,7.3016,3.9288,59.06,0.1268,Act1
2.635,1,1.3864,7.8142,52.6845,0.6918,2.0708,8.8017,4.0431,43.6508,0.0889,Act1
4.037,1,1.3262,7.6467,0.0,0.6644,2.0894,6.3142,3.6604,48.3287,0.0376,Act1
3.9605,1,1.5112,7.9617,36.0215,0.682,2.1227,14.6247,3.9343,54.8037,0.0595,Act1
1.7373,0,1.2241,7.7889,18.0108,0.6355,2.0649,12.9264,3.5833,41.4361,-0.0575,Act1
4.4979,1,1.599,8.1902,77.0991,0.6917,2.1558,12.8212,4.3709,65.2463,-0.1386,Act1
3.0751,1,1.6252,7.5897,16.663,0.7144,2.13,8.4104,4.4339,24.4181,-0.0139,Act-1
1.8049,1,1.4087,7.7778,16.663,0.6858,2.0441,10.4792,3.6416,28.3721,0.0124,Act1
5.2091,1,1.561,8.0635,18.0108,0.7263,2.1368,7.882,4.0546,41.8725,-0.2779,Act1
2.8155,0,1.2751,8.1957,85.3667,0.6358,2.0315,8.5574,3.358,41.4685,-0.0356,Act1
3.6109,1,1.4771,7.9952,34.4157,0.6786,2.153,11.5352,4.2205,34.44,-0.1063,Act-1
1.5897,1,1.2435,7.6012,102.1522,0.6291,2.1332,8.8559,3.4193,27.7179,-0.0543,Act-1
-0.6656,0,1.2161,7.9943,18.0108,0.6443,2.0761,8.7255,3.7294,54.5525,0.0428,Act-1
1.6378,0,1.2337,8.0741,60.6941,0.6405,2.0989,6.3104,3.7273,43.6786,-0.0393,Act1
-1.1252,0,1.1835,8.529,213.4167,0.62,2.0911,5.3221,3.3958,18.8059,-0.103,Act-1
0.0137,0,1.1042,8.033,213.4167,0.5927,2.0562,15.4947,3.205,24.4564,-0.0884,Act-1
0.8977,1,1.3218,7.7429,50.9079,0.6425,2.0566,10.0681,3.7644,57.2857,0.0469,Act1
1.5177,0,1.1998,7.5521,0.0,0.6355,2.0699,3.4944,3.17,35.4976,-0.1396,Act1
2.0811,1,1.4034,7.9688,0.0,0.7026,2.0521,5.2491,3.5508,28.2729,-0.3442,Act-1
9.024,0,1.1626,7.4489,42.6833,0.6265,2.1043,17.8924,3.9093,46.6858,-0.0073,Act-1
1.3223,0,1.2375,7.7667,0.0,0.6221,2.0438,10.1128,3.2538,48.1342,-0.1499,Act1
0.7936,1,1.2195,7.9603,128.05,0.6364,2.1059,10.0246,4.0602,53.5568,0.0326,Act1
0.4785,1,1.2273,8.1226,159.6304,0.6443,2.1056,10.5702,4.0972,58.8002,0.0512,Act1
1.9297,1,1.2549,7.9094,128.05,0.6633,2.1057,11.986,4.0602,86.1929,-0.046,Act1
2.2987,1,1.3125,7.7738,18.0108,0.6283,2.0355,9.5956,3.6381,40.8533,-0.0295,Act1
4.9611,1,1.4755,7.8923,34.4157,0.6731,2.0648,14.7676,4.6189,51.1501,-0.1043,Act1
2.5524,1,1.2386,7.8062,0.0,0.6155,2.0112,14.9569,4.1411,81.637,-0.0472,Act1
5.0258,0,1.4962,7.8264,42.6833,0.6452,2.0553,10.8014,3.3325,25.2668,-0.1889,Act1
1.8747,1,1.3625,7.8083,65.7944,0.6385,2.0578,4.9155,3.8619,26.8051,-0.0509,Act-1
1.8425,1,1.3501,7.7549,0.0,0.6367,2.0057,4.7066,3.6646,17.0418,-0.2158,Act1
2.1846,1,1.3166,7.8267,103.3774,0.6386,2.0981,7.2243,4.0736,32.4618,-0.1699,Act-1
1.5748,1,1.3888,8.1905,213.4167,0.6653,2.0945,11.6484,3.9753,35.6639,-0.1378,Act-1
1.517,1,1.3795,8.3986,170.7334,0.6786,2.0634,7.2431,3.9729,27.2349,-0.2136,Act-1
1.3541,1,1.3538,7.8651,65.7944,0.6337,2.0494,4.3813,3.8751,28.863,-0.2778,Act-1
3.5184,0,1.2288,7.7955,60.6941,0.6177,2.0158,13.2765,2.9089,25.3775,-0.0354,Act1
2.7065,1,1.253,7.9201,50.9079,0.6441,2.0604,12.4759,3.6142,49.734,0.1192,Act-1
1.4332,1,1.4056,7.7333,32.8972,0.6629,2.0948,4.5045,3.3246,10.3281,-0.2984,Act-1
3.5304,1,1.602,7.8482,34.4157,0.7047,2.1965,10.3454,3.9462,22.9479,-0.0959,Act1
0.3737,1,1.3769,7.5263,18.0108,0.6269,2.1297,5.2987,3.0624,19.892,-0.0205,Act-1
2.1756,1,1.3769,7.5789,50.9079,0.6331,2.1293,5.2987,3.0624,19.892,-0.0327,Act-1
3.8163,1,1.4281,7.7191,18.0108,0.677,2.1339,12.7404,4.0468,53.8031,0.1336,Act1
2.497,1,1.4622,7.7654,83.8051,0.6449,2.1407,6.5685,4.1038,35.908,-0.2922,Act-1
1.2334,1,1.3529,8.2149,49.3022,0.68,2.046,6.5581,3.6545,11.45,0.1457,Act-1
2.3249,1,1.2902,7.9462,78.7048,0.6367,2.0058,11.314,3.8568,61.8283,0.0458,Act1
1.6075,0,1.2506,7.7917,0.0,0.6222,1.9878,1.8899,2.6043,15.7303,0.1616,Act1
3.3847,1,1.3827,7.4345,16.7855,0.646,2.0679,10.1385,3.5838,36.9661,0.0074,Act1
0.9255,1,1.3035,7.7321,49.6827,0.6267,2.1781,10.4792,3.5701,42.2199,-0.1792,Act-1
3.0646,1,1.3142,7.725,42.6833,0.6352,2.1106,6.2646,4.1097,55.9222,-0.0497,Act-1
1.8905,0,1.3308,7.8966,18.0108,0.6457,2.0251,6.7036,3.7877,48.6232,-0.1854,Act-1
4.0289,1,1.3542,8.2079,85.3667,0.6706,2.1038,9.6895,3.982,41.942,-0.0468,Act-1
1.8454,0,1.1701,7.5144,0.0,0.6539,2.0852,6.6688,3.6811,40.7268,0.0107,Act1
3.2433,1,1.4554,7.6577,0.0,0.6238,2.1671,13.127,4.1407,128.8833,-0.0781,Act-1
2.9548,0,1.1817,7.5797,0.0,0.6253,2.1287,8.1339,3.315,33.8065,-0.0223,Act1
3.3947,0,1.1632,7.6111,32.8972,0.6108,2.1334,9.6519,3.2819,35.8643,-0.0645,Act1
2.1829,1,1.268,7.6954,0.0,0.6463,2.1209,11.5913,3.5316,41.6323,0.0167,Act-1
1.9284,1,1.2738,7.5298,3.1243,0.645,2.1229,12.3562,3.4565,44.7566,0.0168,Act-1
2.9548,0,1.1817,7.5797,0.0,0.6253,2.1287,8.1339,3.315,33.8065,-0.0223,Act1
3.0553,1,1.2792,7.598,0.0,0.6318,2.123,11.4979,4.08,56.9816,-0.0815,Act1
3.736,1,1.4524,7.6,85.3667,0.658,2.1638,10.5614,4.1268,64.9236,0.122,Act1
1.4249,1,1.3228,7.7857,50.9079,0.6222,2.1278,9.9896,3.5659,40.543,-0.1919,Act-1
1.7111,1,1.3783,7.8155,32.8972,0.6518,2.135,10.1612,3.7403,38.0073,-0.1999,Act-1
2.7288,1,1.4632,7.9704,68.9187,0.6896,2.1279,10.0748,3.9024,43.9399,-0.0237,Act-1
2.6872,1,1.444,8.1319,60.6941,0.6675,2.0269,9.4373,3.9232,25.2293,-0.1407,Act-1
1.8037,0,1.3375,8.2308,42.6833,0.6596,2.0003,4.9188,2.9939,9.3389,0.2733,Act-1
3.3705,0,1.299,7.7963,0.0,0.631,2.0027,6.7024,3.0403,22.7473,0.117,Act1
-1.2715,1,1.2442,8.314,341.4667,0.6203,2.0801,15.9052,3.9112,34.3618,-0.0666,Act-1
3.08,1,1.302,7.7931,0.0,0.6657,2.0071,7.6976,3.6875,61.0634,0.0428,Act1
2.9211,1,1.3747,8.0196,42.6833,0.6873,2.0392,6.992,3.5443,16.7481,-0.0521,Act-1
4.2526,1,1.3251,7.8587,0.0,0.6609,2.0569,10.3632,3.7672,27.6016,0.0818,Act1
1.366,0,1.2255,8.0417,0.0,0.653,2.0028,5.0359,3.2837,25.0131,-0.1649,Act-1
2.4794,1,1.3325,7.8333,36.0215,0.6917,2.0294,6.4731,3.9629,26.9318,-0.0397,Act-1
4.0852,1,1.3304,7.5641,18.0108,0.6448,2.0714,9.9997,3.7192,33.8543,0.1523,Act1
2.48,1,1.3176,7.75,18.0108,0.634,2.0336,10.3387,3.6375,35.6099,0.0009,Act-1
6.0542,1,1.2617,7.3405,18.0108,0.6524,2.149,9.5721,3.7771,29.3719,0.0529,Act-1
0.6524,0,1.1718,7.5042,45.8077,0.6082,2.1027,6.2438,3.3491,26.3317,-0.0016,Act-1
5.413,1,1.4014,7.6461,0.0,0.6999,2.0623,7.01,3.6571,31.9732,-0.0363,Act1
2.873,0,1.1718,7.5208,42.6833,0.613,2.084,6.3222,3.3491,23.2074,0.0317,Act-1
1.9371,1,1.3174,7.96,121.3882,0.6368,2.0431,11.1582,3.639,19.0116,0.0783,Act1
3.5895,0,1.1939,7.8633,42.6833,0.6392,2.0855,8.9603,3.5373,34.8586,-0.1218,Act1
2.8304,1,1.3646,7.9649,0.0,0.7075,2.0031,5.9274,3.649,25.0671,-0.0317,Act1
1.909,1,1.3371,8.2348,128.05,0.6682,2.0744,7.1742,3.9109,24.526,-0.2399,Act-1
3.3917,0,1.2875,7.6071,0.0,0.8383,1.9813,3.7798,3.2731,70.3432,0.0318,Act1
3.1476,1,1.4592,8.5525,31.2914,0.6871,2.0614,6.089,4.2761,27.371,-0.0152,Act1
6.154,1,1.4056,7.5672,42.6833,0.6784,2.1944,12.2759,4.1205,39.2487,0.0048,Act-1
2.3547,0,1.205,7.6417,18.0108,0.6337,2.0174,6.4139,3.147,33.1554,-0.0927,Act1
2.1802,1,1.401,8.1349,85.3667,0.6921,2.0663,6.7684,3.9017,25.1771,-0.1308,Act-1
2.2394,1,1.342,8.0374,34.1707,0.7017,2.1039,7.3144,3.9484,21.9093,0.0232,Act-1
3.2107,1,1.4409,7.9533,42.6833,0.6755,2.023,7.6987,3.6572,31.6936,0.0395,Act1
0.8594,1,1.302,7.7816,3.1243,0.6606,2.038,7.3877,3.6875,64.1877,0.0383,Act-1
1.8888,1,1.3033,7.9196,121.3882,0.6374,2.0666,10.7948,3.6603,33.552,-0.0089,Act-1
3.0362,1,1.3878,7.6468,0.0,0.6267,2.1666,13.8641,4.1326,115.8619,0.0,Act-1
3.269,1,1.4738,7.6533,0.0,0.6617,2.1376,7.2891,3.9112,34.5965,-0.1503,Act1
2.7268,1,1.2976,7.6867,60.6941,0.6293,2.0248,11.0898,3.6476,33.4398,-0.1471,Act1
3.6758,1,1.3047,8.0463,36.0215,0.6719,2.047,13.4702,4.0094,42.9593,0.08,Act-1
3.4339,1,1.3047,8.0311,52.4265,0.6671,2.0591,13.8836,4.0094,42.9593,0.0808,Act-1
3.468,1,1.3764,7.9603,125.2632,0.6587,2.0706,13.1441,4.0132,47.5865,-0.0089,Act1
0.5526,1,1.3113,7.4841,3.1243,0.6326,2.0639,6.2423,3.526,20.1984,0.0545,Act-1
2.7732,1,1.3113,7.5,0.0,0.6383,2.0473,7.4977,3.526,17.074,0.0726,Act1
4.657,1,1.2891,7.8137,0.0,0.6511,2.0968,10.0735,3.8293,54.0576,-0.1356,Act-1
1.0488,0,1.2003,7.5614,18.0108,0.6095,2.0526,2.9375,2.9886,29.4444,-0.1954,Act-1
2.3595,1,1.379,7.8317,78.7048,0.6646,2.0422,11.4315,3.8872,37.7609,-0.1731,Act-1
1.8728,1,1.3515,7.8571,78.7048,0.6473,2.0577,11.1893,3.9094,38.3666,-0.0912,Act1
2.4937,1,1.3759,7.8873,32.8972,0.6688,2.0811,12.0502,3.7781,50.6762,-0.0895,Act1
3.4488,1,1.4505,7.9774,67.6935,0.6871,2.0542,10.507,3.8491,35.1226,0.0921,Act1
1.287,1,1.3501,8.2149,49.3022,0.68,2.0459,7.1752,3.6222,11.45,0.0854,Act1
2.2206,1,1.4378,7.7731,16.7855,0.6772,2.0223,9.3463,4.1398,25.4958,-0.1062,Act-1
1.4306,1,1.3582,7.7843,34.7963,0.6439,2.0237,7.4451,3.1213,22.491,0.0836,Act-1
3.4553,1,1.3666,7.7014,0.0,0.6663,2.0864,7.358,3.8651,35.7118,-0.1174,Act-1
3.3975,1,1.3029,8.009,34.4157,0.6545,2.1023,14.0639,4.2407,47.3489,-0.0171,Act1
3.1476,1,1.4329,8.1044,0.0,0.7098,2.0515,8.3605,3.7791,36.5429,0.078,Act-1
3.8184,1,1.4329,8.0644,42.6833,0.7018,2.0515,8.3605,3.7791,30.7381,0.0634,Act1
3.5226,1,1.416,8.182,42.6833,0.6903,2.0516,11.0572,3.7791,42.5218,0.1175,Act-1
1.3436,0,1.165,7.2292,3.1243,0.63,2.2068,5.5392,3.3272,32.0518,0.0008,Act-1
0.5479,0,1.2485,8.1278,16.2825,0.6604,2.0883,3.3613,3.6143,12.0854,-0.1803,Act-1
1.8354,1,1.3424,7.3986,3.1243,0.664,2.0794,5.7686,3.6687,53.4137,-0.0844,Act1
2.4676,1,1.2934,7.7611,0.0,0.6521,2.0875,7.3149,4.27,57.4412,-0.1168,Act-1
0.6182,0,1.2307,8.337,0.0,0.6458,2.1096,5.7497,3.8515,24.6325,-0.3639,Act-1
0.6416,0,1.2996,8.1912,16.2825,0.665,2.0825,4.4313,3.8213,17.9799,-0.3457,Act-1
3.8333,1,1.3578,7.8237,34.4157,0.6616,2.128,14.9306,4.0017,92.6062,-0.0536,Act-1
2.2018,1,1.4,8.0392,0.0,0.6771,2.1358,6.4459,3.4057,20.2896,0.0933,Act1
2.2018,1,1.4,8.0392,0.0,0.6771,2.1358,6.4459,3.4057,20.2896,0.0933,Act-1
3.0703,1,1.4,7.7255,0.0,0.6667,2.1347,7.6089,3.2345,23.7775,0.1578,Act-1
2.6473,1,1.4473,7.4792,0.0,0.6484,2.1714,10.5614,4.1437,75.4104,0.0807,Act-1
3.0001,1,1.4405,7.56,0.0,0.6813,2.2062,7.2579,4.167,46.538,-0.0862,Act1
2.4351,1,1.3962,7.7407,18.0108,0.6573,2.1381,7.7734,3.1282,22.9198,0.0219,Act-1
1.8318,1,1.4378,7.7523,33.5711,0.6705,2.0777,9.2528,4.1398,25.4958,-0.0888,Act-1
1.4074,1,1.4198,8.0513,0.0,0.7075,1.9951,4.2426,3.2301,17.2438,0.3891,Act-1
2.7489,1,1.3,7.8188,60.6941,0.6466,2.0326,10.4654,3.5608,21.3883,-0.0006,Act-1
0.3306,0,1.1793,7.5307,45.8077,0.6096,2.1075,5.2433,3.2425,23.7971,-0.0078,Act-1
4.5624,1,1.3141,7.5725,0.0,0.6842,2.0793,10.0537,3.75,31.6664,0.0141,Act1
